:ID,identifier:string,name:string,:LABEL
GO:0035412,GO:0035412,"regulation of catenin import into nucleus",Biological Process
84759,84759,"PCGF1",Gene
GO:0072048,GO:0072048,"renal system pattern specification",Biological Process
GO:0070100,GO:0070100,"negative regulation of chemokine-mediated signaling pathway",Biological Process
50640,50640,"PNPLA8",Gene
ORPHA:261349,ORPHA:261349,"2p15p16.1 microdeletion syndrome",Disease
GO:0055062,GO:0055062,"phosphate ion homeostasis",Biological Process
10982,10982,"MAPRE2",Gene
400591,400591,"C17orf102",Gene
55024,55024,"BANK1",Gene
HP:0000048,HP:0000048,"Bifid scrotum",Symptom
GO:0019433,GO:0019433,"triglyceride catabolic process",Biological Process
DB04946,DB04946,"Iloperidone",Compound
ORPHA:276244,ORPHA:276244,"Machado-Joseph disease type 3",Disease
124637,124637,"CYB5D1",Gene
105369237,105369237,"LOC105369237",Gene
2563,2563,"GABRD",Gene
GO:2001274,GO:2001274,"negative regulation of glucose import in response to insulin stimulus",Biological Process
408,408,"ARRB1",Gene
GO:0031092,GO:0031092,"platelet alpha granule membrane",Cellular Component
HP:0012245,HP:0012245,"Sex reversal",Symptom
GO:1900748,GO:1900748,"positive regulation of vascular endothelial growth factor signaling pathway",Biological Process
ORPHA:56,ORPHA:56,"Alkaptonuria",Disease
GO:0030121,GO:0030121,"AP-1 adaptor complex",Cellular Component
2037,2037,"EPB41L2",Gene
9512,9512,"PMPCB",Gene
254187,254187,"TSGA10IP",Gene
GO:0017158,GO:0017158,"regulation of calcium ion-dependent exocytosis",Biological Process
84957,84957,"RELT",Gene
1478,1478,"CSTF2",Gene
23288,23288,"IQCE",Gene
GO:0010643,GO:0010643,"cell communication by chemical coupling",Biological Process
D003967,D003967,"Diarrhea",Symptom
GO:0042595,GO:0042595,"behavioral response to starvation",Biological Process
128372,128372,"OR6N1",Gene
PC7_7787,PC7_7787,"TCR signaling in naïve CD4+ T cells",Pathway
HP:0100840,HP:0100840,"Aplasia/Hypoplasia of the eyebrow",Symptom
55657,55657,"ZNF692",Gene
HP:0003165,HP:0003165,"Elevated circulating parathyroid hormone level",Symptom
PC7_3972,PC7_3972,"Formation of the ternary complex, and subsequently, the 43S complex",Pathway
ORPHA:101108,ORPHA:101108,"Spinocerebellar ataxia type 23",Disease
4644,4644,"MYO5A",Gene
GO:0032507,GO:0032507,"maintenance of protein location in cell",Biological Process
2175,2175,"FANCA",Gene
161253,161253,"REM2",Gene
ORPHA:295203,ORPHA:295203,"Congenital vertical talus, bilateral",Disease
55057,55057,"AIM1L",Gene
246318,246318,"FLJ13773",Gene
4052,4052,"LTBP1",Gene
HP:0010619,HP:0010619,"Fibroadenoma of the breast",Symptom
54819,54819,"ZCCHC10",Gene
ORPHA:2590,ORPHA:2590,"Spinal muscular atrophy-progressive myoclonic epilepsy syndrome",Disease
GO:0043551,GO:0043551,"regulation of phosphatidylinositol 3-kinase activity",Biological Process
121227,121227,"LRIG3",Gene
GO:0002606,GO:0002606,"positive regulation of dendritic cell antigen processing and presentation",Biological Process
1329,1329,"COX5B",Gene
9060,9060,"PAPSS2",Gene
HP:0005922,HP:0005922,"Abnormal hand morphology",Symptom
GO:1900274,GO:1900274,"regulation of phospholipase C activity",Biological Process
GO:0035304,GO:0035304,"regulation of protein dephosphorylation",Biological Process
GO:0051694,GO:0051694,"pointed-end actin filament capping",Biological Process
55765,55765,"C1orf106",Gene
26223,26223,"FBXL21",Gene
GO:0010871,GO:0010871,"negative regulation of receptor biosynthetic process",Biological Process
57475,57475,"PLEKHH1",Gene
PC7_4588,PC7_4588,"IL1-mediated signaling events",Pathway
84892,84892,"POMGNT2",Gene
D000419,D000419,"Albuminuria",Symptom
GO:1904715,GO:1904715,"negative regulation of chaperone-mediated autophagy",Biological Process
4843,4843,"NOS2",Gene
GO:0009948,GO:0009948,"anterior/posterior axis specification",Biological Process
GO:0034315,GO:0034315,"regulation of Arp2/3 complex-mediated actin nucleation",Biological Process
ORPHA:401800,ORPHA:401800,"Autosomal recessive spastic paraplegia type 60",Disease
DB01031,DB01031,"Ethinamate",Compound
C0853772,C0853772,"Blood calcium abnormal",Side Effect
ORPHA:247691,ORPHA:247691,"Retinal vasculopathy and cerebral leukoencephalopathy",Disease
GO:1902528,GO:1902528,"regulation of protein linear polyubiquitination",Biological Process
ORPHA:268249,ORPHA:268249,"Mycophenolate mofetil embryopathy",Disease
114794,114794,"ELFN2",Gene
3344,3344,"FOXN2",Gene
11083,11083,"DIDO1",Gene
C0424444,C0424444,"Teeth clenching",Side Effect
GO:0061213,GO:0061213,"positive regulation of mesonephros development",Biological Process
ORPHA:2848,ORPHA:2848,"Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome",Disease
100132154,100132154,"LOC100132154",Gene
HP:0001653,HP:0001653,"Mitral regurgitation",Symptom
C0853402,C0853402,"Exposure to poisonous plant",Side Effect
51503,51503,"CWC15",Gene
GO:0043125,GO:0043125,"ErbB-3 class receptor binding",Molecular Function
C0042130,C0042130,"Uterine contractions",Side Effect
C0234535,C0234535,"Clonic convulsion",Side Effect
ORPHA:1946,ORPHA:1946,"Amelocerebrohypohidrotic syndrome",Disease
HP:0006706,HP:0006706,"Cystic liver disease",Symptom
26027,26027,"ACOT11",Gene
ORPHA:101003,ORPHA:101003,"Autosomal recessive spastic paraplegia type 23",Disease
ORPHA:2855,ORPHA:2855,"Perrault syndrome",Disease
84440,84440,"RAB11FIP4",Gene
4135,4135,"MAP6",Gene
GO:0004850,GO:0004850,"uridine phosphorylase activity",Molecular Function
GO:0033188,GO:0033188,"sphingomyelin synthase activity",Molecular Function
GO:0097369,GO:0097369,"sodium ion import",Biological Process
C0427085,C0427085,"Jerky movement NOS",Side Effect
GO:0016032,GO:0016032,"viral process",Biological Process
GO:0002855,GO:0002855,"regulation of natural killer cell mediated immune response to tumor cell",Biological Process
HP:0000433,HP:0000433,"Abnormality of the nasal mucosa",Symptom
11078,11078,"TRIOBP",Gene
2892,2892,"GRIA3",Gene
GO:0048333,GO:0048333,"mesodermal cell differentiation",Biological Process
3875,3875,"KRT18",Gene
ORPHA:98849,ORPHA:98849,"Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease",Disease
DOID:0060119,DOID:0060119,"pharynx cancer",Disease
8220,8220,"DGCR14",Gene
GO:0030910,GO:0030910,"olfactory placode formation",Biological Process
105372824,105372824,"LOC105372824",Gene
6150,6150,"MRPL23",Gene
9849,9849,"ZNF518A",Gene
GO:2000379,GO:2000379,"positive regulation of reactive oxygen species metabolic process",Biological Process
HP:0002324,HP:0002324,"Hydranencephaly",Symptom
C0009024,C0009024,"Clonus",Side Effect
C1096387,C1096387,"Chemical eye injury",Side Effect
D006606,D006606,"Hiccup",Symptom
23305,23305,"ACSL6",Gene
GO:0004797,GO:0004797,"thymidine kinase activity",Molecular Function
GO:0002320,GO:0002320,"lymphoid progenitor cell differentiation",Biological Process
5624,5624,"PROC",Gene
HP:0001601,HP:0001601,"Laryngomalacia",Symptom
ORPHA:199251,ORPHA:199251,"Ledderhose disease",Disease
90625,90625,"ERVH48-1",Gene
2696,2696,"GIPR",Gene
10435,10435,"CDC42EP2",Gene
C0003467,C0003467,"Anxiety",Side Effect
GO:0001221,GO:0001221,"transcription cofactor binding",Molecular Function
GO:0017038,GO:0017038,"protein import",Biological Process
229,229,"ALDOB",Gene
GO:0019695,GO:0019695,"choline metabolic process",Biological Process
3359,3359,"HTR3A",Gene
GO:0033566,GO:0033566,"gamma-tubulin complex localization",Biological Process
55148,55148,"UBR7",Gene
1602,1602,"DACH1",Gene
9653,9653,"HS2ST1",Gene
GO:0016062,GO:0016062,"adaptation of rhodopsin mediated signaling",Biological Process
C0085595,C0085595,"Body odor",Side Effect
GO:1990172,GO:1990172,"G-protein coupled receptor catabolic process",Biological Process
WP2374_r73668,WP2374_r73668,"Oncostatin M Signaling Pathway",Pathway
GO:2000036,GO:2000036,"regulation of stem cell population maintenance",Biological Process
400863,400863,"LINC00649",Gene
22853,22853,"LMTK2",Gene
GO:0035881,GO:0035881,"amacrine cell differentiation",Biological Process
57804,57804,"POLD4",Gene
GO:0035767,GO:0035767,"endothelial cell chemotaxis",Biological Process
GO:0001542,GO:0001542,"ovulation from ovarian follicle",Biological Process
C0599918,C0599918,"Nephrotoxicity",Side Effect
4916,4916,"NTRK3",Gene
ORPHA:3226,ORPHA:3226,"Deafness-lymphedema-leukemia syndrome",Disease
55798,55798,"METTL2B",Gene
PC7_6534,PC7_6534,"Post-Elongation Processing of Intron-Containing pre-mRNA",Pathway
100526737,100526737,"RBM14-RBM4",Gene
2244,2244,"FGB",Gene
GO:0071920,GO:0071920,"cleavage body",Cellular Component
HP:0000568,HP:0000568,"Microphthalmia",Symptom
57171,57171,"DOLPP1",Gene
154197,154197,"PNLDC1",Gene
GO:0002713,GO:0002713,"negative regulation of B cell mediated immunity",Biological Process
388722,388722,"C1orf53",Gene
HP:0100833,HP:0100833,"Neoplasm of the small intestine",Symptom
GO:0090484,GO:0090484,"drug transporter activity",Molecular Function
3617,3617,"IMPG1",Gene
54952,54952,"TRNAU1AP",Gene
ORPHA:398189,ORPHA:398189,"Focal facial dermal dysplasia type IV",Disease
C0011881,C0011881,"Diabetic nephropathy",Side Effect
GO:0004582,GO:0004582,"dolichyl-phosphate beta-D-mannosyltransferase activity",Molecular Function
124491,124491,"TMEM170A",Gene
1470,1470,"CST2",Gene
9201,9201,"DCLK1",Gene
79846,79846,"CFAP69",Gene
PC7_8264,PC7_8264,"Thrombin signalling through proteinase activated receptors (PARs)",Pathway
C0853710,C0853710,"Blood prolactin decreased",Side Effect
GO:0052312,GO:0052312,"modulation of transcription in other organism involved in symbiotic interaction",Biological Process
GO:0072201,GO:0072201,"negative regulation of mesenchymal cell proliferation",Biological Process
UBERON:0001646,UBERON:0001646,"abducens nerve",Anatomy
GO:0050869,GO:0050869,"negative regulation of B cell activation",Biological Process
C1540600,C1540600,"Seizure cerebral",Side Effect
C1141949,C1141949,"Troponin I increased",Side Effect
GO:1900542,GO:1900542,"regulation of purine nucleotide metabolic process",Biological Process
C0497481,C0497481,"Penile pain",Side Effect
286238,286238,"LOC286238",Gene
GO:2001056,GO:2001056,"positive regulation of cysteine-type endopeptidase activity",Biological Process
GO:0015228,GO:0015228,"coenzyme A transmembrane transporter activity",Molecular Function
94137,94137,"RP1L1",Gene
ORPHA:1460,ORPHA:1460,"Isolated CoQ-cytochrome C reductase deficiency",Disease
GO:0030815,GO:0030815,"negative regulation of cAMP metabolic process",Biological Process
GO:0008853,GO:0008853,"exodeoxyribonuclease III activity",Molecular Function
168417,168417,"ZNF679",Gene
56975,56975,"FAM20C",Gene
ORPHA:251909,ORPHA:251909,"Pineoblastoma",Disease
83875,83875,"BCO2",Gene
ORPHA:314404,ORPHA:314404,"Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome",Disease
C0020429,C0020429,"Hyperpathia",Side Effect
3485,3485,"IGFBP2",Gene
11216,11216,"AKAP10",Gene
C0014122,C0014122,"Subacute bacterial endocarditis",Side Effect
HP:0002984,HP:0002984,"Hypoplasia of the radius",Symptom
HP:0002624,HP:0002624,"Venous abnormality",Symptom
GO:0003179,GO:0003179,"heart valve morphogenesis",Biological Process
ORPHA:98967,ORPHA:98967,"Schnyder corneal dystrophy",Disease
1018,1018,"CDK3",Gene
8493,8493,"PPM1D",Gene
C1167785,C1167785,"Haemorrhagic urticaria",Side Effect
DB01118,DB01118,"Amiodarone",Compound
619208,619208,"FAM229B",Gene
374407,374407,"DNAJB13",Gene
114294,114294,"LACTB",Gene
6487,6487,"ST3GAL3",Gene
ORPHA:369852,ORPHA:369852,"Congenital neutropenia-myelofibrosis-nephromegaly syndrome",Disease
ORPHA:221150,ORPHA:221150,"Pitt-Hopkins-like syndrome",Disease
338674,338674,"OR5F1",Gene
GO:0019074,GO:0019074,"viral RNA genome packaging",Biological Process
HP:0001730,HP:0001730,"Progressive hearing impairment",Symptom
ORPHA:79433,ORPHA:79433,"Oculocutaneous albinism type 3",Disease
105370374,105370374,"LOC105370374",Gene
GO:0046541,GO:0046541,"saliva secretion",Biological Process
GO:0050768,GO:0050768,"negative regulation of neurogenesis",Biological Process
58529,58529,"MYOZ1",Gene
219833,219833,"C11orf45",Gene
GO:0071435,GO:0071435,"potassium ion export",Biological Process
5641,5641,"LGMN",Gene
152503,152503,"SH3D19",Gene
GO:0044298,GO:0044298,"cell body membrane",Cellular Component
GO:0035247,GO:0035247,"peptidyl-arginine omega-N-methylation",Biological Process
GO:0000389,GO:0000389,"mRNA 3'-splice site recognition",Biological Process
64062,64062,"RBM26",Gene
ORPHA:97261,ORPHA:97261,"GRFoma",Disease
GO:0035198,GO:0035198,"miRNA binding",Molecular Function
105369139,105369139,"LOC105369139",Gene
3033,3033,"HADH",Gene
8856,8856,"NR1I2",Gene
GO:0035284,GO:0035284,"brain segmentation",Biological Process
ORPHA:71278,ORPHA:71278,"Congenital brain dysgenesis due to glutamine synthetase deficiency",Disease
310,310,"ANXA7",Gene
HP:0005508,HP:0005508,"Monoclonal immunoglobulin M proteinemia",Symptom
8451,8451,"CUL4A",Gene
79006,79006,"METRN",Gene
653656,653656,"MBD3L4",Gene
GO:0070875,GO:0070875,"positive regulation of glycogen metabolic process",Biological Process
9926,9926,"LPGAT1",Gene
GO:0051152,GO:0051152,"positive regulation of smooth muscle cell differentiation",Biological Process
GO:0003256,GO:0003256,"regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation",Biological Process
337966,337966,"KRTAP6-1",Gene
HP:0001642,HP:0001642,"Pulmonic stenosis",Symptom
643394,643394,"SPINK9",Gene
C0235988,C0235988,"Serum iron decreased",Side Effect
23446,23446,"SLC44A1",Gene
GO:0060688,GO:0060688,"regulation of morphogenesis of a branching structure",Biological Process
51594,51594,"NBAS",Gene
GO:0042384,GO:0042384,"cilium assembly",Biological Process
C1142172,C1142172,"Incision site complication",Side Effect
5189,5189,"PEX1",Gene
79152,79152,"FA2H",Gene
9592,9592,"IER2",Gene
D002100,D002100,"Cachexia",Symptom
HP:0100665,HP:0100665,"Angioedema",Symptom
ORPHA:36367,ORPHA:36367,"Distal monosomy 1q",Disease
C0242422,C0242422,"Parkinsonism",Side Effect
ORPHA:93372,ORPHA:93372,"Familial hypocalciuric hypercalcemia type 1",Disease
80765,80765,"STARD5",Gene
ORPHA:88637,ORPHA:88637,"Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome",Disease
GO:0007350,GO:0007350,"blastoderm segmentation",Biological Process
ORPHA:1839,ORPHA:1839,"Hereditary mucoepithelial dysplasia",Disease
246724,246724,"LOC246724",Gene
GO:0090155,GO:0090155,"negative regulation of sphingolipid biosynthetic process",Biological Process
3954,3954,"LETM1",Gene
C0239836,C0239836,"Paraesthesia hand",Side Effect
55289,55289,"ACOXL",Gene
C0015467,C0015467,"Facial neuralgia",Side Effect
375790,375790,"AGRN",Gene
105371937,105371937,"LOC105371937",Gene
1743,1743,"DLST",Gene
140290,140290,"TCP10L",Gene
GO:0042339,GO:0042339,"keratan sulfate metabolic process",Biological Process
445577,445577,"C9orf129",Gene
HP:0006691,HP:0006691,"Pulmonic valve myxoma",Symptom
C0033771,C0033771,"Prurigo",Side Effect
HP:0000336,HP:0000336,"Prominent supraorbital ridges",Symptom
GO:0018205,GO:0018205,"peptidyl-lysine modification",Biological Process
7204,7204,"TRIO",Gene
GO:0002588,GO:0002588,"positive regulation of antigen processing and presentation of peptide antigen via MHC class II",Biological Process
UBERON:0001064,UBERON:0001064,"ventral pancreatic duct",Anatomy
GO:0050816,GO:0050816,"phosphothreonine binding",Molecular Function
HP:0012471,HP:0012471,"Thick vermilion border",Symptom
GO:0044327,GO:0044327,"dendritic spine head",Cellular Component
23650,23650,"TRIM29",Gene
ORPHA:199337,ORPHA:199337,"Pancreatic insufficiency-anemia-hyperostosis syndrome",Disease
GO:0060544,GO:0060544,"regulation of necroptotic process",Biological Process
4993,4993,"OR2C1",Gene
C0235280,C0235280,"Ototoxicity",Side Effect
PC7_2659,PC7_2659,"Coenzyme A biosynthesis",Pathway
ORPHA:370091,ORPHA:370091,"Oculocutaneous albinism type 5",Disease
C1619718,C1619718,"Partner stress",Side Effect
HP:0004330,HP:0004330,"Increased skull ossification",Symptom
PC7_8715,PC7_8715,"Visual signal transduction: Cones",Pathway
64787,64787,"EPS8L2",Gene
ORPHA:329329,ORPHA:329329,"Autosomal recessive frontotemporal pachygyria",Disease
10944,10944,"C11orf58",Gene
GO:0006824,GO:0006824,"cobalt ion transport",Biological Process
GO:1902580,GO:1902580,"single-organism cellular localization",Biological Process
HP:0009107,HP:0009107,"Abnormal ossification involving the femoral head and neck",Symptom
GO:1903430,GO:1903430,"negative regulation of cell maturation",Biological Process
3758,3758,"KCNJ1",Gene
27023,27023,"FOXB1",Gene
DB01174,DB01174,"Phenobarbital",Compound
GO:0002220,GO:0002220,"innate immune response activating cell surface receptor signaling pathway",Biological Process
GO:0004175,GO:0004175,"endopeptidase activity",Molecular Function
6643,6643,"SNX2",Gene
HP:0009536,HP:0009536,"Short 2nd finger",Symptom
GO:1904356,GO:1904356,"regulation of telomere maintenance via telomere lengthening",Biological Process
WP2637_r80029,WP2637_r80029,"Structural Pathway of Interleukin 1 (IL-1)",Pathway
105373434,105373434,"LOC105373434",Gene
399968,399968,"PATE4",Gene
GO:0070203,GO:0070203,"regulation of establishment of protein localization to telomere",Biological Process
25921,25921,"ZDHHC5",Gene
PC7_3868,PC7_3868,"Facilitative Na+-independent glucose transporters",Pathway
DB00697,DB00697,"Tizanidine",Compound
GO:1902415,GO:1902415,"regulation of mRNA binding",Biological Process
84342,84342,"COG8",Gene
154664,154664,"ABCA13",Gene
GO:0042660,GO:0042660,"positive regulation of cell fate specification",Biological Process
GO:0019852,GO:0019852,"L-ascorbic acid metabolic process",Biological Process
GO:0004427,GO:0004427,"inorganic diphosphatase activity",Molecular Function
GO:0004197,GO:0004197,"cysteine-type endopeptidase activity",Molecular Function
51135,51135,"IRAK4",Gene
5978,5978,"REST",Gene
GO:0060406,GO:0060406,"positive regulation of penile erection",Biological Process
116092,116092,"DNTTIP1",Gene
80117,80117,"ARL14",Gene
GO:0032332,GO:0032332,"positive regulation of chondrocyte differentiation",Biological Process
HP:0003382,HP:0003382,"Hypertrophic nerve changes",Symptom
3306,3306,"HSPA2",Gene
10845,10845,"CLPX",Gene
81490,81490,"PTDSS2",Gene
DB01567,DB01567,"Fludiazepam",Compound
ORPHA:2965,ORPHA:2965,"Prolactinoma",Disease
583,583,"BBS2",Gene
8634,8634,"RTCA",Gene
DB00509,DB00509,"Dextrothyroxine",Compound
GO:0035616,GO:0035616,"histone H2B conserved C-terminal lysine deubiquitination",Biological Process
ORPHA:356,ORPHA:356,"Gerstmann-Straussler-Scheinker syndrome",Disease
PC7_6191,PC7_6191,"PLK3 signaling events",Pathway
100129846,100129846,"LOC100129846",Gene
PC7_1559,PC7_1559,"Acyl chain remodelling of PE",Pathway
6620,6620,"SNCB",Gene
10007,10007,"GNPDA1",Gene
25789,25789,"TMEM59L",Gene
164592,164592,"CCDC116",Gene
GO:0042308,GO:0042308,"negative regulation of protein import into nucleus",Biological Process
GO:1990635,GO:1990635,"proximal dendrite",Cellular Component
GO:0072177,GO:0072177,"mesonephric duct development",Biological Process
UBERON:0002414,UBERON:0002414,"lumbar vertebra",Anatomy
HP:0002251,HP:0002251,"Aganglionic megacolon",Symptom
HP:0007103,HP:0007103,"Hypointensity of cerebral white matter on MRI",Symptom
139065,139065,"SLITRK4",Gene
154791,154791,"C7orf55",Gene
ORPHA:1858,ORPHA:1858,"Skeletal dysplasia-epilepsy-short stature syndrome",Disease
DB00727,DB00727,"Nitroglycerin",Compound
C0023467,C0023467,"Acute myeloid leukaemia",Side Effect
728661,728661,"SLC35E2B",Gene
GO:0008156,GO:0008156,"negative regulation of DNA replication",Biological Process
56144,56144,"PCDHA4",Gene
23493,23493,"HEY2",Gene
GO:0060932,GO:0060932,"His-Purkinje system cell differentiation",Biological Process
C0151468,C0151468,"Thyroid adenoma",Side Effect
GO:0017016,GO:0017016,"Ras GTPase binding",Molecular Function
GO:0046464,GO:0046464,"acylglycerol catabolic process",Biological Process
C0042798,C0042798,"Vision decreased",Side Effect
ORPHA:420566,ORPHA:420566,"Bleeding disorder due to CalDAG-GEFI deficiency",Disease
HP:0002688,HP:0002688,"Absent frontal sinuses",Symptom
387,387,"RHOA",Gene
C0549357,C0549357,"Abdominal adhesions",Side Effect
10170,10170,"DHRS9",Gene
GO:0021913,GO:0021913,"regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification",Biological Process
C0038435,C0038435,"Stress",Side Effect
GO:0030545,GO:0030545,"receptor regulator activity",Molecular Function
1816,1816,"DRD5",Gene
9555,9555,"H2AFY",Gene
C0034186,C0034186,"Pyelonephritis",Side Effect
HP:0010442,HP:0010442,"Polydactyly",Symptom
GO:1904815,GO:1904815,"negative regulation of protein localization to chromosome, telomeric region",Biological Process
GO:0015297,GO:0015297,"antiporter activity",Molecular Function
HP:0001552,HP:0001552,"Barrel-shaped chest",Symptom
C1735646,C1735646,"Rash recurrent",Side Effect
400757,400757,"C1orf141",Gene
UBERON:0002226,UBERON:0002226,"basilar membrane of cochlea",Anatomy
PC7_4061,PC7_4061,"GRB2 events in EGFR signaling",Pathway
57706,57706,"DENND1A",Gene
GO:0031668,GO:0031668,"cellular response to extracellular stimulus",Biological Process
HP:0009042,HP:0009042,"Marked muscular hypertrophy",Symptom
5330,5330,"PLCB2",Gene
29062,29062,"WDR91",Gene
GO:0032763,GO:0032763,"regulation of mast cell cytokine production",Biological Process
ORPHA:2290,ORPHA:2290,"Microvillus inclusion disease",Disease
2146,2146,"EZH2",Gene
29960,29960,"FTSJ2",Gene
C0020624,C0020624,"Hypomenorrhoea",Side Effect
C0149782,C0149782,"Squamous cell carcinoma of lung",Side Effect
219453,219453,"OR8K5",Gene
GO:0006268,GO:0006268,"DNA unwinding involved in DNA replication",Biological Process
D002558,D002558,"Cerebrospinal Fluid Otorrhea",Symptom
C0235575,C0235575,"Hemolytic reaction",Side Effect
HP:0007272,HP:0007272,"Progressive psychomotor deterioration",Symptom
27352,27352,"SGSM3",Gene
C0346306,C0346306,"Pituitary microadenoma",Side Effect
GO:0046415,GO:0046415,"urate metabolic process",Biological Process
1364,1364,"CLDN4",Gene
GO:0072254,GO:0072254,"metanephric glomerular mesangial cell differentiation",Biological Process
GO:0016072,GO:0016072,"rRNA metabolic process",Biological Process
GO:0034092,GO:0034092,"negative regulation of maintenance of sister chromatid cohesion",Biological Process
7345,7345,"UCHL1",Gene
57510,57510,"XPO5",Gene
GO:0008307,GO:0008307,"structural constituent of muscle",Molecular Function
84871,84871,"AGBL4",Gene
GO:1903051,GO:1903051,"negative regulation of proteolysis involved in cellular protein catabolic process",Biological Process
259291,259291,"TAS2R45",Gene
4622,4622,"MYH4",Gene
143425,143425,"SYT9",Gene
4943,4943,"TBC1D25",Gene
440981,440981,"LOC440981",Gene
C0856110,C0856110,"Oedema aggravated",Side Effect
GO:0060456,GO:0060456,"positive regulation of digestive system process",Biological Process
94039,94039,"ZNF101",Gene
GO:0005333,GO:0005333,"norepinephrine transmembrane transporter activity",Molecular Function
D004411,D004411,"Dyslexia, Acquired",Symptom
56109,56109,"PCDHGA6",Gene
ORPHA:251370,ORPHA:251370,"Sickle cell-hemoglobin D disease syndrome",Disease
HP:0006748,HP:0006748,"Adrenal pheochromocytoma",Symptom
100528064,100528064,"NEDD8-MDP1",Gene
11118,11118,"BTN3A2",Gene
643836,643836,"ZFP62",Gene
GO:1904049,GO:1904049,"negative regulation of spontaneous neurotransmitter secretion",Biological Process
GO:0030128,GO:0030128,"clathrin coat of endocytic vesicle",Cellular Component
HP:0002141,HP:0002141,"Gait imbalance",Symptom
C0836924,C0836924,"Thrombocytosis",Side Effect
8907,8907,"AP1M1",Gene
ORPHA:139512,ORPHA:139512,"Neuropathy with hearing impairment",Disease
51538,51538,"ZCCHC17",Gene
GO:1990459,GO:1990459,"transferrin receptor binding",Molecular Function
79608,79608,"RIC3",Gene
122183,122183,"PRR20A",Gene
