:ID,identifier:string,name:string,:LABEL
64779,64779,"MTHFSD",Gene
GO:0042535,GO:0042535,"positive regulation of tumor necrosis factor biosynthetic process",Biological Process
DB00755,DB00755,"Tretinoin",Compound
C0240717,C0240717,"Perineal pain",Side Effect
GO:0031498,GO:0031498,"chromatin disassembly",Biological Process
C1318520,C1318520,"Vasculitis necrotising",Side Effect
C0027721,C0027721,"Lipoid nephrosis",Side Effect
127294,127294,"MYOM3",Gene
C0149744,C0149744,"Oral lesion",Side Effect
4857,4857,"NOVA1",Gene
390326,390326,"OR6C76",Gene
D014012,D014012,"Tinnitus",Symptom
92565,92565,"FANK1",Gene
339263,339263,"C17orf51",Gene
57409,57409,"MIF4GD",Gene
GO:0045638,GO:0045638,"negative regulation of myeloid cell differentiation",Biological Process
26493,26493,"OR8B8",Gene
7260,7260,"TSSC1",Gene
GO:0010752,GO:0010752,"regulation of cGMP-mediated signaling",Biological Process
GO:0097012,GO:0097012,"response to granulocyte macrophage colony-stimulating factor",Biological Process
C0021368,C0021368,"Inflammation",Side Effect
9338,9338,"TCEAL1",Gene
1591,1591,"CYP24A1",Gene
C0549249,C0549249,"Depressed level of consciousness",Side Effect
GO:0051197,GO:0051197,"positive regulation of coenzyme metabolic process",Biological Process
4010,4010,"LMX1B",Gene
C0549453,C0549453,"Traumatic haematoma",Side Effect
GO:0035243,GO:0035243,"protein-arginine omega-N symmetric methyltransferase activity",Molecular Function
PC7_6914,PC7_6914,"Regulation of nuclear beta catenin signaling and target gene transcription",Pathway
2317,2317,"FLNB",Gene
GO:0046149,GO:0046149,"pigment catabolic process",Biological Process
GO:1902041,GO:1902041,"regulation of extrinsic apoptotic signaling pathway via death domain receptors",Biological Process
GO:0071806,GO:0071806,"protein transmembrane transport",Biological Process
5309,5309,"PITX3",Gene
105371591,105371591,"LOC105371591",Gene
GO:1901409,GO:1901409,"positive regulation of phosphorylation of RNA polymerase II C-terminal domain",Biological Process
D006316,D006316,"Hearing Loss, High-Frequency",Symptom
64145,64145,"RBSN",Gene
C0861171,C0861171,"Gritty feeling in eyes",Side Effect
C0026751,C0026751,"Multiparous",Side Effect
GO:0035902,GO:0035902,"response to immobilization stress",Biological Process
C0376356,C0376356,"Premenstrual tension",Side Effect
PC7_2949,PC7_2949,"DNA Damage/Telomere Stress Induced Senescence",Pathway
9790,9790,"BMS1",Gene
GO:0051567,GO:0051567,"histone H3-K9 methylation",Biological Process
GO:0042692,GO:0042692,"muscle cell differentiation",Biological Process
C0262365,C0262365,"Mammogram abnormal",Side Effect
366,366,"AQP9",Gene
GO:0004687,GO:0004687,"myosin light chain kinase activity",Molecular Function
GO:0051959,GO:0051959,"dynein light intermediate chain binding",Molecular Function
GO:0051236,GO:0051236,"establishment of RNA localization",Biological Process
GO:0097517,GO:0097517,"contractile actin filament bundle",Cellular Component
10612,10612,"TRIM3",Gene
GO:0070863,GO:0070863,"positive regulation of protein exit from endoplasmic reticulum",Biological Process
GO:0045585,GO:0045585,"positive regulation of cytotoxic T cell differentiation",Biological Process
GO:0033089,GO:0033089,"positive regulation of T cell differentiation in thymus",Biological Process
64102,64102,"TNMD",Gene
GO:1902442,GO:1902442,"regulation of ripoptosome assembly involved in necroptotic process",Biological Process
GO:0005004,GO:0005004,"GPI-linked ephrin receptor activity",Molecular Function
283375,283375,"SLC39A5",Gene
N0000009048,N0000009048,"GI Motility Alteration",Pharmacologic Class
100130278,100130278,"LOC100130278",Gene
GO:0002580,GO:0002580,"regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",Biological Process
C0920192,C0920192,"Descemetitis",Side Effect
8148,8148,"TAF15",Gene
119678,119678,"OR52E2",Gene
GO:0032924,GO:0032924,"activin receptor signaling pathway",Biological Process
84061,84061,"MAGT1",Gene
GO:0070885,GO:0070885,"negative regulation of calcineurin-NFAT signaling cascade",Biological Process
C0016689,C0016689,"Ephelides",Side Effect
PC7_6919,PC7_6919,"Regulation of signaling by CBL",Pathway
C0263008,C0263008,"Skin fibrosis",Side Effect
GO:1900825,GO:1900825,"regulation of membrane depolarization during cardiac muscle cell action potential",Biological Process
10226,10226,"PLIN3",Gene
GO:0039529,GO:0039529,"RIG-I signaling pathway",Biological Process
DB00331,DB00331,"Metformin",Compound
GO:2000319,GO:2000319,"regulation of T-helper 17 cell differentiation",Biological Process
GO:0016817,GO:0016817,"hydrolase activity, acting on acid anhydrides",Molecular Function
8533,8533,"COPS3",Gene
255231,255231,"MCOLN2",Gene
GO:0090210,GO:0090210,"regulation of establishment of blood-brain barrier",Biological Process
GO:0061436,GO:0061436,"establishment of skin barrier",Biological Process
C0856110,C0856110,"Oedema aggravated",Side Effect
10952,10952,"SEC61B",Gene
3205,3205,"HOXA9",Gene
GO:0016798,GO:0016798,"hydrolase activity, acting on glycosyl bonds",Molecular Function
C0033578,C0033578,"Neoplasm prostate",Side Effect
GO:0044217,GO:0044217,"other organism part",Cellular Component
GO:0042753,GO:0042753,"positive regulation of circadian rhythm",Biological Process
N0000000070,N0000000070,"Angiotensin 2 Receptor Antagonists",Pharmacologic Class
GO:0051956,GO:0051956,"negative regulation of amino acid transport",Biological Process
C0033931,C0033931,"Psychosomatic disease",Side Effect
51050,51050,"PI15",Gene
DB01108,DB01108,"Trilostane",Compound
GO:0006626,GO:0006626,"protein targeting to mitochondrion",Biological Process
4520,4520,"MTF1",Gene
127845,127845,"GOLT1A",Gene
120114,120114,"FAT3",Gene
GO:0022890,GO:0022890,"inorganic cation transmembrane transporter activity",Molecular Function
C0856882,C0856882,"Potassium increased",Side Effect
DB00619,DB00619,"Imatinib",Compound
DB00163,DB00163,"Vitamin E",Compound
C0154833,C0154833,"Retinal vascular disorder",Side Effect
79646,79646,"PANK3",Gene
PC7_8132,PC7_8132,"Tandem pore domain potassium channels",Pathway
9001,9001,"HAP1",Gene
100506514,100506514,"LOC100506514",Gene
DOID:12365,DOID:12365,"malaria",Disease
GO:0048863,GO:0048863,"stem cell differentiation",Biological Process
201294,201294,"UNC13D",Gene
3673,3673,"ITGA2",Gene
246243,246243,"RNASEH1",Gene
GO:0019442,GO:0019442,"tryptophan catabolic process to acetyl-CoA",Biological Process
2108,2108,"ETFA",Gene
C0006625,C0006625,"Cachexia",Side Effect
GO:0021780,GO:0021780,"glial cell fate specification",Biological Process
6650,6650,"CAPN15",Gene
C0020224,C0020224,"Polyhydramnios",Side Effect
GO:0008250,GO:0008250,"oligosaccharyltransferase complex",Cellular Component
GO:1903624,GO:1903624,"regulation of DNA catabolic process",Biological Process
C0392386,C0392386,"Platelet count decreased",Side Effect
GO:0097201,GO:0097201,"negative regulation of transcription from RNA polymerase II promoter in response to stress",Biological Process
C0043144,C0043144,"Wheezing",Side Effect
7367,7367,"UGT2B17",Gene
C0854107,C0854107,"Haemorrhage subcutaneous",Side Effect
C0013144,C0013144,"Drowsiness",Side Effect
GO:0019254,GO:0019254,"carnitine metabolic process, CoA-linked",Biological Process
GO:0071949,GO:0071949,"FAD binding",Molecular Function
C0024528,C0024528,"Malaise and fatigue",Side Effect
GO:0051459,GO:0051459,"regulation of corticotropin secretion",Biological Process
GO:1901856,GO:1901856,"negative regulation of cellular respiration",Biological Process
55188,55188,"RIC8B",Gene
29,29,"ABR",Gene
C0238198,C0238198,"Gastrointestinal stromal tumour",Side Effect
GO:0042100,GO:0042100,"B cell proliferation",Biological Process
C0549280,C0549280,"Nausea aggravated",Side Effect
GO:0010996,GO:0010996,"response to auditory stimulus",Biological Process
10299,10299,"MARCH6",Gene
GO:0032730,GO:0032730,"positive regulation of interleukin-1 alpha production",Biological Process
GO:1903521,GO:1903521,"positive regulation of mammary gland involution",Biological Process
GO:0031437,GO:0031437,"regulation of mRNA cleavage",Biological Process
GO:0031590,GO:0031590,"wybutosine metabolic process",Biological Process
GO:0002399,GO:0002399,"MHC class II protein complex assembly",Biological Process
GO:0042987,GO:0042987,"amyloid precursor protein catabolic process",Biological Process
5408,5408,"PNLIPRP2",Gene
C0013595,C0013595,"Eczema",Side Effect
85417,85417,"CCNB3",Gene
C0151604,C0151604,"Oedema genital",Side Effect
GO:0006479,GO:0006479,"protein methylation",Biological Process
11057,11057,"ABHD2",Gene
23409,23409,"SIRT4",Gene
GO:0015919,GO:0015919,"peroxisomal membrane transport",Biological Process
DB04896,DB04896,"Milnacipran",Compound
C0427546,C0427546,"Lymphocyte abnormal",Side Effect
GO:0006057,GO:0006057,"mannoprotein biosynthetic process",Biological Process
GO:0030860,GO:0030860,"regulation of polarized epithelial cell differentiation",Biological Process
PC7_2173,PC7_2173,"C6 deamination of adenosine",Pathway
GO:0046131,GO:0046131,"pyrimidine ribonucleoside metabolic process",Biological Process
C0150450,C0150450,"Altered state of consciousness",Side Effect
105374638,105374638,"LOC105374638",Gene
100505741,100505741,"SPATA1",Gene
C0156312,C0156312,"Testicular atrophy",Side Effect
GO:0055013,GO:0055013,"cardiac muscle cell development",Biological Process
C0553681,C0553681,"Hypofibrinogenaemia",Side Effect
2996,2996,"GYPE",Gene
137814,137814,"NKX2-6",Gene
GO:0006891,GO:0006891,"intra-Golgi vesicle-mediated transport",Biological Process
GO:0008544,GO:0008544,"epidermis development",Biological Process
GO:1990268,GO:1990268,"response to gold nanoparticle",Biological Process
5860,5860,"QDPR",Gene
GO:0005668,GO:0005668,"RNA polymerase transcription factor SL1 complex",Cellular Component
348013,348013,"TMEM255B",Gene
4191,4191,"MDH2",Gene
PC7_7623,PC7_7623,"Small interfering RNA (siRNA) biogenesis",Pathway
GO:0004579,GO:0004579,"dolichyl-diphosphooligosaccharide-protein glycotransferase activity",Molecular Function
199786,199786,"FAM129C",Gene
GO:0032695,GO:0032695,"negative regulation of interleukin-12 production",Biological Process
GO:0032649,GO:0032649,"regulation of interferon-gamma production",Biological Process
6706,6706,"SPRR2G",Gene
GO:0043028,GO:0043028,"cysteine-type endopeptidase regulator activity involved in apoptotic process",Molecular Function
C0700590,C0700590,"Sweating increased",Side Effect
GO:0008048,GO:0008048,"calcium sensitive guanylate cyclase activator activity",Molecular Function
8664,8664,"EIF3D",Gene
917,917,"CD3G",Gene
GO:1903430,GO:1903430,"negative regulation of cell maturation",Biological Process
54407,54407,"SLC38A2",Gene
PC7_4301,PC7_4301,"Golgi Cisternae Pericentriolar Stack Reorganization",Pathway
11187,11187,"PKP3",Gene
3336,3336,"HSPE1",Gene
DB00305,DB00305,"Mitomycin",Compound
80155,80155,"NAA15",Gene
GO:0033555,GO:0033555,"multicellular organismal response to stress",Biological Process
56954,56954,"NIT2",Gene
C0034152,C0034152,"Henoch-Schonlein purpura",Side Effect
DB01216,DB01216,"Finasteride",Compound
122402,122402,"TDRD9",Gene
GO:0016528,GO:0016528,"sarcoplasm",Cellular Component
101927376,101927376,"LOC101927376",Gene
GO:0019228,GO:0019228,"neuronal action potential",Biological Process
4627,4627,"MYH9",Gene
105371045,105371045,"LOC105371045",Gene
84612,84612,"PARD6B",Gene
C0747102,C0747102,"Ovarian failure",Side Effect
165082,165082,"ADGRF3",Gene
26263,26263,"FBXO22",Gene
GO:0060353,GO:0060353,"regulation of cell adhesion molecule production",Biological Process
7158,7158,"TP53BP1",Gene
DB05039,DB05039,"Indacaterol",Compound
79745,79745,"CLIP4",Gene
GO:0008503,GO:0008503,"benzodiazepine receptor activity",Molecular Function
GO:0007468,GO:0007468,"regulation of rhodopsin gene expression",Biological Process
1385,1385,"CREB1",Gene
54875,54875,"CNTLN",Gene
165904,165904,"XIRP1",Gene
3788,3788,"KCNS2",Gene
PC7_5749,PC7_5749,"NFG and proNGF binds to p75NTR",Pathway
PC7_2521,PC7_2521,"Cell Cycle, Mitotic",Pathway
GO:1990430,GO:1990430,"extracellular matrix protein binding",Molecular Function
65121,65121,"PRAMEF1",Gene
GO:1903830,GO:1903830,"magnesium ion transmembrane transport",Biological Process
8870,8870,"IER3",Gene
GO:0033143,GO:0033143,"regulation of intracellular steroid hormone receptor signaling pathway",Biological Process
2215,2215,"FCGR3B",Gene
GO:0007127,GO:0007127,"meiosis I",Biological Process
GO:0001162,GO:0001162,"RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding",Molecular Function
GO:0003012,GO:0003012,"muscle system process",Biological Process
GO:0010591,GO:0010591,"regulation of lamellipodium assembly",Biological Process
5079,5079,"PAX5",Gene
GO:0036344,GO:0036344,"platelet morphogenesis",Biological Process
GO:0048854,GO:0048854,"brain morphogenesis",Biological Process
30827,30827,"CXXC1",Gene
GO:0090051,GO:0090051,"negative regulation of cell migration involved in sprouting angiogenesis",Biological Process
146429,146429,"SLC22A31",Gene
7498,7498,"XDH",Gene
GO:0017040,GO:0017040,"ceramidase activity",Molecular Function
100287387,100287387,"LOC100287387",Gene
9552,9552,"SPAG7",Gene
1837,1837,"DTNA",Gene
105372343,105372343,"LOC105372343",Gene
GO:0017147,GO:0017147,"Wnt-protein binding",Molecular Function
201973,201973,"PRIMPOL",Gene
GO:0051005,GO:0051005,"negative regulation of lipoprotein lipase activity",Biological Process
C0522067,C0522067,"Hepatic pain",Side Effect
128,128,"ADH5",Gene
105374301,105374301,"LOC105374301",Gene
GO:0005272,GO:0005272,"sodium channel activity",Molecular Function
GO:0048193,GO:0048193,"Golgi vesicle transport",Biological Process
2683,2683,"B4GALT1",Gene
GO:0015937,GO:0015937,"coenzyme A biosynthetic process",Biological Process
GO:0043398,GO:0043398,"HLH domain binding",Molecular Function
C0032617,C0032617,"Polyuria",Side Effect
GO:1900378,GO:1900378,"positive regulation of secondary metabolite biosynthetic process",Biological Process
C0026826,C0026826,"Hypertonia",Side Effect
152065,152065,"C3orf22",Gene
5547,5547,"PRCP",Gene
GO:0090257,GO:0090257,"regulation of muscle system process",Biological Process
GO:0001934,GO:0001934,"positive regulation of protein phosphorylation",Biological Process
C1744587,C1744587,"Balance difficulty",Side Effect
DB01233,DB01233,"Metoclopramide",Compound
285668,285668,"C5orf64",Gene
GO:0042483,GO:0042483,"negative regulation of odontogenesis",Biological Process
PC7_983,PC7_983,"ADP signalling through P2Y purinoceptor 1",Pathway
GO:0042511,GO:0042511,"positive regulation of tyrosine phosphorylation of Stat1 protein",Biological Process
10004,10004,"NAALADL1",Gene
6369,6369,"CCL24",Gene
114112,114112,"TXNRD3",Gene
GO:0030035,GO:0030035,"microspike assembly",Biological Process
DB00759,DB00759,"Tetracycline",Compound
DB01119,DB01119,"Diazoxide",Compound
8335,8335,"HIST1H2AB",Gene
580,580,"BARD1",Gene
C0013384,C0013384,"Dyskinesia",Side Effect
GO:0060078,GO:0060078,"regulation of postsynaptic membrane potential",Biological Process
GO:0070672,GO:0070672,"response to interleukin-15",Biological Process
10850,10850,"CCL27",Gene
3135,3135,"HLA-G",Gene
C0025063,C0025063,"Mediastinum neoplasm",Side Effect
5999,5999,"RGS4",Gene
PC7_3363,PC7_3363,"E2F-enabled inhibition of pre-replication complex formation",Pathway
DB01394,DB01394,"Colchicine",Compound
105370708,105370708,"LOC105370708",Gene
84299,84299,"MIEN1",Gene
C0035579,C0035579,"Rickets",Side Effect
25926,25926,"NOL11",Gene
6821,6821,"SUOX",Gene
130162,130162,"CLHC1",Gene
102724398,102724398,"CH507-42P11.6",Gene
GO:0071816,GO:0071816,"tail-anchored membrane protein insertion into ER membrane",Biological Process
N0000020024,N0000020024,"Sclerosing Activity",Pharmacologic Class
8771,8771,"TNFRSF6B",Gene
GO:0090239,GO:0090239,"regulation of histone H4 acetylation",Biological Process
GO:0016649,GO:0016649,"oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor",Molecular Function
54538,54538,"ROBO4",Gene
C0019569,C0019569,"Congenital megacolon",Side Effect
126792,126792,"B3GALT6",Gene
PC7_7763,PC7_7763,"Synthesis of pyrophosphates in the cytosol",Pathway
91748,91748,"ELMSAN1",Gene
80270,80270,"HSD3B7",Gene
203611,203611,"CDY2B",Gene
64784,64784,"CRTC3",Gene
GO:0017050,GO:0017050,"D-erythro-sphingosine kinase activity",Molecular Function
D020879,D020879,"Neuromuscular Manifestations",Symptom
C0877183,C0877183,"Nail bed tenderness",Side Effect
GO:0050812,GO:0050812,"regulation of acyl-CoA biosynthetic process",Biological Process
7289,7289,"TULP3",Gene
GO:0003308,GO:0003308,"negative regulation of Wnt signaling pathway involved in heart development",Biological Process
253827,253827,"MSRB3",Gene
GO:0050510,GO:0050510,"N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity",Molecular Function
9223,9223,"MAGI1",Gene
1500,1500,"CTNND1",Gene
100129126,100129126,"LOC100129126",Gene
GO:0015966,GO:0015966,"diadenosine tetraphosphate biosynthetic process",Biological Process
GO:0015467,GO:0015467,"G-protein activated inward rectifier potassium channel activity",Molecular Function
4023,4023,"LPL",Gene
DB00908,DB00908,"Quinidine",Compound
GO:0032881,GO:0032881,"regulation of polysaccharide metabolic process",Biological Process
GO:0003294,GO:0003294,"atrial ventricular junction remodeling",Biological Process
GO:0052844,GO:0052844,"inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity",Molecular Function
342850,342850,"ANKRD62",Gene
GO:0045685,GO:0045685,"regulation of glial cell differentiation",Biological Process
DB01069,DB01069,"Promethazine",Compound
GO:0016775,GO:0016775,"phosphotransferase activity, nitrogenous group as acceptor",Molecular Function
GO:0034584,GO:0034584,"piRNA binding",Molecular Function
C0234458,C0234458,"Abnormal dreams",Side Effect
122945,122945,"NOXRED1",Gene
C0549376,C0549376,"Plasma osmolality decreased",Side Effect
55812,55812,"SPATA7",Gene
5210,5210,"PFKFB4",Gene
645100,645100,"LOC645100",Gene
GO:0034334,GO:0034334,"adherens junction maintenance",Biological Process
GO:0002718,GO:0002718,"regulation of cytokine production involved in immune response",Biological Process
23211,23211,"ZC3H4",Gene
7741,7741,"ZSCAN26",Gene
4899,4899,"NRF1",Gene
C0948333,C0948333,"Neutrophil percentage increased",Side Effect
GO:0001547,GO:0001547,"antral ovarian follicle growth",Biological Process
1936,1936,"EEF1D",Gene
105372474,105372474,"LOC105372474",Gene
94233,94233,"OPN4",Gene
GO:0004657,GO:0004657,"proline dehydrogenase activity",Molecular Function
267,267,"AMFR",Gene
GO:0033002,GO:0033002,"muscle cell proliferation",Biological Process
GO:0090285,GO:0090285,"negative regulation of protein glycosylation in Golgi",Biological Process
96764,96764,"TGS1",Gene
10513,10513,"APPBP2",Gene
2798,2798,"GNRHR",Gene
105376955,105376955,"LOC105376955",Gene
105369200,105369200,"LOC105369200",Gene
29893,29893,"PSMC3IP",Gene
UBERON:0001585,UBERON:0001585,"anterior vena cava",Anatomy
DB00501,DB00501,"Cimetidine",Compound
28991,28991,"COMMD5",Gene
GO:0016298,GO:0016298,"lipase activity",Molecular Function
GO:0034063,GO:0034063,"stress granule assembly",Biological Process
GO:0015693,GO:0015693,"magnesium ion transport",Biological Process
8520,8520,"HAT1",Gene
GO:0051099,GO:0051099,"positive regulation of binding",Biological Process
GO:0003406,GO:0003406,"retinal pigment epithelium development",Biological Process
C0877107,C0877107,"Sinobronchitis",Side Effect
DOID:3312,DOID:3312,"bipolar disorder",Disease
D015430,D015430,"Weight Gain",Symptom
GO:0004366,GO:0004366,"glycerol-3-phosphate O-acyltransferase activity",Molecular Function
GO:0006168,GO:0006168,"adenine salvage",Biological Process
GO:0009199,GO:0009199,"ribonucleoside triphosphate metabolic process",Biological Process
148930,148930,"KNCN",Gene
GO:0050910,GO:0050910,"detection of mechanical stimulus involved in sensory perception of sound",Biological Process
6484,6484,"ST3GAL4",Gene
C0423757,C0423757,"Skin thinness",Side Effect
GO:0060997,GO:0060997,"dendritic spine morphogenesis",Biological Process
55770,55770,"EXOC2",Gene
51337,51337,"THEM6",Gene
8562,8562,"DENR",Gene
719,719,"C3AR1",Gene
81626,81626,"SHCBP1L",Gene
DB01190,DB01190,"Clindamycin",Compound
PC7_8703,PC7_8703,"Vasopressin-like receptors",Pathway
54329,54329,"GPR85",Gene
GO:0048563,GO:0048563,"post-embryonic organ morphogenesis",Biological Process
10965,10965,"ACOT2",Gene
3234,3234,"HOXD8",Gene
GO:0031726,GO:0031726,"CCR1 chemokine receptor binding",Molecular Function
245812,245812,"CNPY4",Gene
GO:0006517,GO:0006517,"protein deglycosylation",Biological Process
C0334634,C0334634,"Mantle cell lymphoma",Side Effect
57661,57661,"PHRF1",Gene
DB00279,DB00279,"Liothyronine",Compound
GO:1901341,GO:1901341,"positive regulation of store-operated calcium channel activity",Biological Process
C1611157,C1611157,"Hepatic infiltration eosinophilic",Side Effect
6098,6098,"ROS1",Gene
641455,641455,"POTEM",Gene
51063,51063,"CALHM2",Gene
GO:0046485,GO:0046485,"ether lipid metabolic process",Biological Process
GO:0071664,GO:0071664,"catenin-TCF7L2 complex",Cellular Component
C0011570,C0011570,"Depression",Side Effect
GO:0048520,GO:0048520,"positive regulation of behavior",Biological Process
GO:0046533,GO:0046533,"negative regulation of photoreceptor cell differentiation",Biological Process
84542,84542,"KIAA1841",Gene
26057,26057,"ANKRD17",Gene
C0919643,C0919643,"Urine calcium increased",Side Effect
GO:0042214,GO:0042214,"terpene metabolic process",Biological Process
79675,79675,"FASTKD1",Gene
C0740411,C0740411,"Delayed gastric emptying",Side Effect
140460,140460,"ASB7",Gene
9014,9014,"TAF1B",Gene
1155,1155,"TBCB",Gene
C0021364,C0021364,"Infertility male",Side Effect
GO:0007254,GO:0007254,"JNK cascade",Biological Process
GO:0043330,GO:0043330,"response to exogenous dsRNA",Biological Process
DB01120,DB01120,"Gliclazide",Compound
N0000182139,N0000182139,"Cytochrome P450 2B6 Inhibitors",Pharmacologic Class
GO:0003977,GO:0003977,"UDP-N-acetylglucosamine diphosphorylase activity",Molecular Function
GO:2000307,GO:2000307,"regulation of tumor necrosis factor (ligand) superfamily member 11 production",Biological Process
GO:0006730,GO:0006730,"one-carbon metabolic process",Biological Process
647219,647219,"ASCL5",Gene
GO:0035408,GO:0035408,"histone H3-T6 phosphorylation",Biological Process
57168,57168,"ASPHD2",Gene
DB00751,DB00751,"Epinastine",Compound
GO:0046651,GO:0046651,"lymphocyte proliferation",Biological Process
GO:0000780,GO:0000780,"condensed nuclear chromosome, centromeric region",Cellular Component
GO:0002204,GO:0002204,"somatic recombination of immunoglobulin genes involved in immune response",Biological Process
PC7_2255,PC7_2255,"CD40/CD40L signaling",Pathway
84978,84978,"FRMD5",Gene
23016,23016,"EXOSC7",Gene
57553,57553,"MICAL3",Gene
26509,26509,"MYOF",Gene
22874,22874,"PLEKHA6",Gene
GO:2000836,GO:2000836,"positive regulation of androgen secretion",Biological Process
7404,7404,"UTY",Gene
GO:0031852,GO:0031852,"mu-type opioid receptor binding",Molecular Function
GO:1903626,GO:1903626,"positive regulation of DNA catabolic process",Biological Process
493856,493856,"CISD2",Gene
9354,9354,"UBE4A",Gene
1607,1607,"DGKB",Gene
391196,391196,"OR2M7",Gene
GO:0034695,GO:0034695,"response to prostaglandin E",Biological Process
GO:1901293,GO:1901293,"nucleoside phosphate biosynthetic process",Biological Process
C0239134,C0239134,"Productive cough",Side Effect
340562,340562,"SATL1",Gene
GO:0098542,GO:0098542,"defense response to other organism",Biological Process
55217,55217,"TMLHE",Gene
GO:0015077,GO:0015077,"monovalent inorganic cation transmembrane transporter activity",Molecular Function
158427,158427,"TSTD2",Gene
58,58,"ACTA1",Gene
GO:0031393,GO:0031393,"negative regulation of prostaglandin biosynthetic process",Biological Process
GO:1904234,GO:1904234,"positive regulation of aconitate hydratase activity",Biological Process
161291,161291,"TMEM30B",Gene
GO:0055081,GO:0055081,"anion homeostasis",Biological Process
PC7_3649,PC7_3649,"Elastic fibre formation",Pathway
GO:0071439,GO:0071439,"clathrin complex",Cellular Component
5325,5325,"PLAGL1",Gene
PC7_7448,PC7_7448,"Signaling by FGFR in disease",Pathway
C0857117,C0857117,"Hand rash",Side Effect
GO:0005732,GO:0005732,"small nucleolar ribonucleoprotein complex",Cellular Component
DB00585,DB00585,"Nizatidine",Compound
PC7_4693,PC7_4693,"Inactivation, recovery and regulation of the phototransduction cascade",Pathway
C0458109,C0458109,"Ovarian pain",Side Effect
23326,23326,"USP22",Gene
7840,7840,"ALMS1",Gene
C0017105,C0017105,"Gas gangrene",Side Effect
GO:0048378,GO:0048378,"regulation of lateral mesodermal cell fate specification",Biological Process
GO:0043103,GO:0043103,"hypoxanthine salvage",Biological Process
10262,10262,"SF3B4",Gene
